DATA VENDA,PRODUTO,VALOR,ESTADO,REGIÃO
2017-03-19,Up!, R$ 37990.00 ,Espírito Santo,Sudeste
2017-03-19,Up!, R$ 37990.00 ,Bahia,Nordeste
2017-03-19,Voyage, R$ 49990.00 ,Rio de Janeiro,Sudeste
2017-03-19,Gol, R$ 42990.00 ,Pará,Norte
2017-03-19,Gol, R$ 42990.00 ,Acre,Norte
2017-03-19,Up!, R$ 37990.00 ,Piauí,Nordeste
2017-03-19,Voyage, R$ 49990.00 ,Pará,Norte
2017-03-19,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2017-03-19,Gol, R$ 42990.00 ,Piauí,Nordeste
2017-03-19,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-03-19,Gol, R$ 42990.00 ,Amapá,Norte
2017-03-20,Saveiro, R$ 47490.00 ,Pernambuco,Nordeste
2017-03-20,Gol, R$ 42990.00 ,Amazonas,Norte
2017-03-20,Saveiro, R$ 47490.00 ,Minas Gerais,Sudeste
2017-03-20,Saveiro, R$ 47490.00 ,Pernambuco,Nordeste
2017-03-20,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2017-03-20,Up!, R$ 37990.00 ,Ceará,Nordeste
2017-03-20,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2017-03-20,Voyage, R$ 49990.00 ,Acre,Norte
2017-03-20,Voyage, R$ 49990.00 ,São Paulo,Sudeste
2017-03-20,Saveiro, R$ 47490.00 ,Rio Grande do Sul,Sul
2017-03-20,Fox, R$ 54750.00 ,Pará,Norte
2017-03-20,Saveiro, R$ 47490.00 ,Minas Gerais,Sudeste
2017-03-21,Gol, R$ 42990.00 ,Amazonas,Norte
2017-03-21,Gol, R$ 42990.00 ,Piauí,Nordeste
2017-03-21,Saveiro, R$ 47490.00 ,Pernambuco,Nordeste
2017-03-21,Up!, R$ 37990.00 ,Sergipe,Nordeste
2017-03-21,Fox, R$ 54750.00 ,Minas Gerais,Sudeste
2017-03-21,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2017-03-21,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-03-21,Saveiro, R$ 47490.00 ,Minas Gerais,Sudeste
2017-03-21,SpaceFox, R$ 59160.00 ,Espírito Santo,Sudeste
2017-03-21,SpaceFox, R$ 59160.00 ,Espírito Santo,Sudeste
2017-03-21,Voyage, R$ 49990.00 ,Espírito Santo,Sudeste
2017-03-21,Fox, R$ 54750.00 ,Rio Grande do Sul,Sul
2017-03-21,Up!, R$ 37990.00 ,Rio de Janeiro,Sudeste
2017-03-22,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2017-03-22,Up!, R$ 37990.00 ,Rio de Janeiro,Sudeste
2017-03-22,Voyage, R$ 49990.00 ,Minas Gerais,Sudeste
2017-03-22,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2017-03-22,Saveiro, R$ 47490.00 ,São Paulo,Sudeste
2017-03-22,Saveiro, R$ 47490.00 ,Rio de Janeiro,Sudeste
2017-03-22,Fox, R$ 54750.00 ,Rio Grande do Sul,Sul
2017-03-22,Saveiro, R$ 47490.00 ,Rio de Janeiro,Sudeste
2017-03-22,Gol, R$ 42990.00 ,Pará,Norte
2017-03-22,Gol, R$ 42990.00 ,Piauí,Nordeste
2017-03-23,Up!, R$ 37990.00 ,Bahia,Nordeste
2017-03-23,Saveiro, R$ 47490.00 ,Sergipe,Nordeste
2017-03-23,Saveiro, R$ 47490.00 ,Rio de Janeiro,Sudeste
2017-03-23,Saveiro, R$ 47490.00 ,Rio de Janeiro,Sudeste
2017-03-23,Saveiro, R$ 47490.00 ,Pernambuco,Nordeste
2017-03-23,SpaceFox, R$ 59160.00 ,Pernambuco,Nordeste
2017-03-23,Gol, R$ 42990.00 ,Santa Catarina,Sul
2017-03-23,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2017-03-23,SpaceFox, R$ 59160.00 ,Maranhão,Nordeste
2017-03-23,Up!, R$ 37990.00 ,Goiás,Centro-Oeste
2017-03-23,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2017-03-23,Gol, R$ 42990.00 ,Roraima,Norte
2017-03-23,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2017-03-23,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2017-03-23,Gol, R$ 42990.00 ,Amazonas,Norte
2017-03-23,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-03-23,Gol, R$ 42990.00 ,Rio de Janeiro,Sudeste
2017-03-23,Up!, R$ 37990.00 ,Rondônia,Norte
2017-03-23,Voyage, R$ 49990.00 ,Espírito Santo,Sudeste
2017-03-24,Saveiro, R$ 47490.00 ,Minas Gerais,Sudeste
2017-03-24,Saveiro, R$ 47490.00 ,Espírito Santo,Sudeste
2017-03-24,Fox, R$ 54750.00 ,Roraima,Norte
2017-03-24,Voyage, R$ 49990.00 ,Rio de Janeiro,Sudeste
2017-03-24,Jetta, R$ 94190.00 ,São Paulo,Sudeste
2017-03-24,Voyage, R$ 49990.00 ,Amapá,Norte
2017-03-24,Saveiro, R$ 47490.00 ,Rio de Janeiro,Sudeste
2017-03-24,Saveiro, R$ 47490.00 ,Pernambuco,Nordeste
2017-03-24,SpaceFox, R$ 59160.00 ,Santa Catarina,Sul
2017-03-24,SpaceFox, R$ 59160.00 ,Pernambuco,Nordeste
2017-03-24,Voyage, R$ 49990.00 ,Santa Catarina,Sul
2017-03-24,Saveiro, R$ 47490.00 ,Rio Grande do Sul,Sul
2017-03-24,SpaceFox, R$ 59160.00 ,Espírito Santo,Sudeste
2017-03-24,Gol, R$ 42990.00 ,Paraná,Sul
2017-03-24,Saveiro, R$ 47490.00 ,Goiás,Centro-Oeste
2017-03-24,Fox, R$ 54750.00 ,Roraima,Norte
2017-03-24,Saveiro, R$ 47490.00 ,Minas Gerais,Sudeste
2017-03-24,Up!, R$ 37990.00 ,Rio de Janeiro,Sudeste
2017-03-25,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-03-25,Saveiro, R$ 47490.00 ,Rio Grande do Sul,Sul
2017-03-25,Voyage, R$ 49990.00 ,Santa Catarina,Sul
2017-03-25,Saveiro, R$ 47490.00 ,Rio de Janeiro,Sudeste
2017-03-25,Voyage, R$ 49990.00 ,São Paulo,Sudeste
2017-03-25,Voyage, R$ 49990.00 ,Sergipe,Nordeste
2017-03-25,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-03-25,Up!, R$ 37990.00 ,Maranhão,Nordeste
2017-03-25,Gol, R$ 42990.00 ,Sergipe,Nordeste
2017-03-25,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-03-25,Gol, R$ 42990.00 ,Mato Grosso do Sul,Centro-Oeste
2017-03-25,Saveiro, R$ 47490.00 ,São Paulo,Sudeste
2017-03-25,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2017-03-25,Up!, R$ 37990.00 ,Ceará,Nordeste
2017-03-25,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-03-25,Up!, R$ 37990.00 ,Espírito Santo,Sudeste
2017-03-25,Gol, R$ 42990.00 ,Pará,Norte
2017-03-25,Gol, R$ 42990.00 ,Mato Grosso,Centro-Oeste
2017-03-25,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-03-26,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-03-26,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2017-03-26,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-03-26,Voyage, R$ 49990.00 ,Minas Gerais,Sudeste
2017-03-26,Fox, R$ 54750.00 ,Goiás,Centro-Oeste
2017-03-26,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-03-26,Gol, R$ 42990.00 ,Paraíba,Nordeste
2017-03-26,Saveiro, R$ 47490.00 ,Rondônia,Norte
2017-03-26,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-03-26,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2017-03-26,Voyage, R$ 49990.00 ,Pernambuco,Nordeste
2017-03-26,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-03-27,Saveiro, R$ 47490.00 ,Rio Grande do Sul,Sul
2017-03-27,Voyage, R$ 49990.00 ,Pernambuco,Nordeste
2017-03-27,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-03-27,Up!, R$ 37990.00 ,Amazonas,Norte
2017-03-27,Saveiro, R$ 47490.00 ,São Paulo,Sudeste
2017-03-27,Up!, R$ 37990.00 ,Pará,Norte
2017-03-27,Gol, R$ 42990.00 ,Pará,Norte
2017-03-27,Up!, R$ 37990.00 ,Pernambuco,Nordeste
2017-03-27,Gol, R$ 42990.00 ,Acre,Norte
2017-03-27,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2017-03-27,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2017-03-27,SpaceFox, R$ 59160.00 ,Espírito Santo,Sudeste
2017-03-27,Up!, R$ 37990.00 ,Espírito Santo,Sudeste
2017-03-27,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-03-28,Jetta, R$ 94190.00 ,Goiás,Centro-Oeste
2017-03-28,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2017-03-28,Up!, R$ 37990.00 ,Rio de Janeiro,Sudeste
2017-03-28,SpaceFox, R$ 59160.00 ,São Paulo,Sudeste
2017-03-28,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2017-03-28,Saveiro, R$ 47490.00 ,Mato Grosso,Centro-Oeste
2017-03-29,Fox, R$ 54750.00 ,Goiás,Centro-Oeste
2017-03-29,Voyage, R$ 49990.00 ,Goiás,Centro-Oeste
2017-03-29,Fox, R$ 54750.00 ,Minas Gerais,Sudeste
2017-03-29,Saveiro, R$ 47490.00 ,Pernambuco,Nordeste
2017-03-29,Saveiro, R$ 47490.00 ,Rondônia,Norte
2017-03-29,Voyage, R$ 49990.00 ,Goiás,Centro-Oeste
2017-03-29,Saveiro, R$ 47490.00 ,Minas Gerais,Sudeste
2017-03-29,Saveiro, R$ 47490.00 ,Pernambuco,Nordeste
2017-03-29,Voyage, R$ 49990.00 ,Goiás,Centro-Oeste
2017-03-29,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2017-03-29,Up!, R$ 37990.00 ,Rondônia,Norte
2017-03-30,Saveiro, R$ 47490.00 ,Pernambuco,Nordeste
2017-03-30,Voyage, R$ 49990.00 ,Pernambuco,Nordeste
2017-03-30,Gol, R$ 42990.00 ,Bahia,Nordeste
2017-03-30,Jetta, R$ 94190.00 ,São Paulo,Sudeste
2017-03-30,Up!, R$ 37990.00 ,Rio Grande do Sul,Sul
2017-03-30,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2017-03-30,Fox, R$ 54750.00 ,Rio Grande do Sul,Sul
2017-03-30,Up!, R$ 37990.00 ,Espírito Santo,Sudeste
2017-03-30,Gol, R$ 42990.00 ,Acre,Norte
2017-03-30,Up!, R$ 37990.00 ,Rio de Janeiro,Sudeste
2017-03-30,Fox, R$ 54750.00 ,Minas Gerais,Sudeste
2017-03-30,Up!, R$ 37990.00 ,Espírito Santo,Sudeste
2017-03-30,Fox, R$ 54750.00 ,Espírito Santo,Sudeste
2017-03-30,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2017-03-30,Jetta, R$ 94190.00 ,Pernambuco,Nordeste
2017-03-30,Up!, R$ 37990.00 ,Espírito Santo,Sudeste
2017-03-31,Voyage, R$ 49990.00 ,Santa Catarina,Sul
2017-03-31,Fox, R$ 54750.00 ,Mato Grosso,Centro-Oeste
2017-03-31,Saveiro, R$ 47490.00 ,Minas Gerais,Sudeste
2017-03-31,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-03-31,Saveiro, R$ 47490.00 ,Pará,Norte
2017-03-31,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-03-31,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-03-31,Fox, R$ 54750.00 ,Paraná,Sul
2017-03-31,SpaceFox, R$ 59160.00 ,São Paulo,Sudeste
2017-03-31,Gol, R$ 42990.00 ,Alagoas,Nordeste
2017-03-31,Up!, R$ 37990.00 ,Rio Grande do Sul,Sul
2017-03-31,Saveiro, R$ 47490.00 ,Pará,Norte
2017-04-01,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2017-04-01,Gol, R$ 42990.00 ,Santa Catarina,Sul
2017-04-01,SpaceFox, R$ 59160.00 ,Rio Grande do Sul,Sul
2017-04-01,Up!, R$ 37990.00 ,Rio de Janeiro,Sudeste
2017-04-01,SpaceFox, R$ 59160.00 ,São Paulo,Sudeste
2017-04-01,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-04-01,Voyage, R$ 49990.00 ,Minas Gerais,Sudeste
2017-04-01,Jetta, R$ 94190.00 ,Rio Grande do Sul,Sul
2017-04-01,Voyage, R$ 49990.00 ,Alagoas,Nordeste
2017-04-02,SpaceFox, R$ 59160.00 ,Sergipe,Nordeste
2017-04-02,Saveiro, R$ 47490.00 ,Espírito Santo,Sudeste
2017-04-02,Up!, R$ 37990.00 ,Amapá,Norte
2017-04-02,Saveiro, R$ 47490.00 ,Minas Gerais,Sudeste
2017-04-02,Saveiro, R$ 47490.00 ,Pará,Norte
2017-04-02,Up!, R$ 37990.00 ,Rio Grande do Sul,Sul
2017-04-02,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2017-04-02,Saveiro, R$ 47490.00 ,Minas Gerais,Sudeste
2017-04-02,Saveiro, R$ 47490.00 ,Pernambuco,Nordeste
2017-04-02,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2017-04-02,Saveiro, R$ 47490.00 ,Pernambuco,Nordeste
2017-04-02,SpaceFox, R$ 59160.00 ,São Paulo,Sudeste
2017-04-02,Saveiro, R$ 47490.00 ,Rio Grande do Sul,Sul
2017-04-02,Saveiro, R$ 47490.00 ,Pernambuco,Nordeste
2017-04-02,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2017-04-02,SpaceFox, R$ 59160.00 ,Maranhão,Nordeste
2017-04-02,Fox, R$ 54750.00 ,Rio de Janeiro,Sudeste
2017-04-03,Saveiro, R$ 47490.00 ,Ceará,Nordeste
2017-04-03,Up!, R$ 37990.00 ,Rio de Janeiro,Sudeste
2017-04-03,Jetta, R$ 94190.00 ,Sergipe,Nordeste
2017-04-03,Up!, R$ 37990.00 ,São Paulo,Sudeste
2017-04-03,Fox, R$ 54750.00 ,Roraima,Norte
2017-04-03,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2017-04-03,Up!, R$ 37990.00 ,Goiás,Centro-Oeste
2017-04-03,Up!, R$ 37990.00 ,Rio Grande do Sul,Sul
2017-04-03,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-04-03,Fox, R$ 54750.00 ,Santa Catarina,Sul
2017-04-03,Gol, R$ 42990.00 ,Alagoas,Nordeste
2017-04-04,Gol, R$ 42990.00 ,Tocantins,Norte
2017-04-04,Up!, R$ 37990.00 ,Rio Grande do Norte,Nordeste
2017-04-04,Fox, R$ 54750.00 ,Pernambuco,Nordeste
2017-04-04,Saveiro, R$ 47490.00 ,Paraíba,Nordeste
2017-04-04,SpaceFox, R$ 59160.00 ,São Paulo,Sudeste
2017-04-04,Up!, R$ 37990.00 ,Alagoas,Nordeste
2017-04-04,Voyage, R$ 49990.00 ,Minas Gerais,Sudeste
2017-04-04,SpaceFox, R$ 59160.00 ,Minas Gerais,Sudeste
2017-04-04,Fox, R$ 54750.00 ,Minas Gerais,Sudeste
2017-04-04,SpaceFox, R$ 59160.00 ,Rio Grande do Sul,Sul
2017-04-04,Voyage, R$ 49990.00 ,Rio Grande do Sul,Sul
2017-04-04,Saveiro, R$ 47490.00 ,Maranhão,Nordeste
2017-04-05,Saveiro, R$ 47490.00 ,Mato Grosso do Sul,Centro-Oeste
2017-04-05,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2017-04-05,Gol, R$ 42990.00 ,Mato Grosso do Sul,Centro-Oeste
2017-04-05,Jetta, R$ 94190.00 ,Mato Grosso,Centro-Oeste
2017-04-05,Gol, R$ 42990.00 ,Alagoas,Nordeste
2017-04-05,Up!, R$ 37990.00 ,Rio Grande do Sul,Sul
2017-04-05,Gol, R$ 42990.00 ,Rio de Janeiro,Sudeste
2017-04-06,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-04-06,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-04-06,SpaceFox, R$ 59160.00 ,Rio Grande do Sul,Sul
2017-04-06,Up!, R$ 37990.00 ,Acre,Norte
2017-04-06,Saveiro, R$ 47490.00 ,São Paulo,Sudeste
2017-04-06,Fox, R$ 54750.00 ,Rondônia,Norte
2017-04-06,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-04-06,Up!, R$ 37990.00 ,Rio Grande do Norte,Nordeste
2017-04-06,Up!, R$ 37990.00 ,São Paulo,Sudeste
2017-04-06,Jetta, R$ 94190.00 ,São Paulo,Sudeste
2017-04-07,Up!, R$ 37990.00 ,Amapá,Norte
2017-04-07,Gol, R$ 42990.00 ,Piauí,Nordeste
2017-04-07,Saveiro, R$ 47490.00 ,São Paulo,Sudeste
2017-04-07,Up!, R$ 37990.00 ,Amazonas,Norte
2017-04-07,Fox, R$ 54750.00 ,Piauí,Nordeste
2017-04-07,Up!, R$ 37990.00 ,Rio de Janeiro,Sudeste
2017-04-07,Up!, R$ 37990.00 ,Pernambuco,Nordeste
2017-04-07,Fox, R$ 54750.00 ,Minas Gerais,Sudeste
2017-04-08,Up!, R$ 37990.00 ,Pará,Norte
2017-04-08,Fox, R$ 54750.00 ,Acre,Norte
2017-04-08,Fox, R$ 54750.00 ,São Paulo,Sudeste
2017-04-08,Jetta, R$ 94190.00 ,Sergipe,Nordeste
2017-04-08,Voyage, R$ 49990.00 ,Rio Grande do Sul,Sul
2017-04-08,Saveiro, R$ 47490.00 ,Rio Grande do Sul,Sul
2017-04-08,Gol, R$ 42990.00 ,Rio de Janeiro,Sudeste
2017-04-08,Fox, R$ 54750.00 ,São Paulo,Sudeste
2017-04-08,Gol, R$ 42990.00 ,Mato Grosso,Centro-Oeste
2017-04-08,Saveiro, R$ 47490.00 ,Minas Gerais,Sudeste
2017-04-08,Fox, R$ 54750.00 ,Espírito Santo,Sudeste
2017-04-08,Up!, R$ 37990.00 ,Acre,Norte
2017-04-08,Gol, R$ 42990.00 ,Rio de Janeiro,Sudeste
2017-04-08,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-04-09,Saveiro, R$ 47490.00 ,Rio Grande do Norte,Nordeste
2017-04-09,Up!, R$ 37990.00 ,Goiás,Centro-Oeste
2017-04-09,Voyage, R$ 49990.00 ,Rio de Janeiro,Sudeste
2017-04-09,Gol, R$ 42990.00 ,Roraima,Norte
2017-04-09,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-04-09,Gol, R$ 42990.00 ,Paraíba,Nordeste
2017-04-09,Saveiro, R$ 47490.00 ,Pernambuco,Nordeste
2017-04-10,Saveiro, R$ 47490.00 ,Paraíba,Nordeste
2017-04-10,Jetta, R$ 94190.00 ,São Paulo,Sudeste
2017-04-10,Fox, R$ 54750.00 ,Pernambuco,Nordeste
2017-04-10,Up!, R$ 37990.00 ,Rio Grande do Sul,Sul
2017-04-10,Fox, R$ 54750.00 ,Rio Grande do Sul,Sul
2017-04-10,Gol, R$ 42990.00 ,Amapá,Norte
2017-04-10,Fox, R$ 54750.00 ,São Paulo,Sudeste
2017-04-10,Gol, R$ 42990.00 ,Paraíba,Nordeste
2017-04-10,Fox, R$ 54750.00 ,Rondônia,Norte
2017-04-10,Voyage, R$ 49990.00 ,Bahia,Nordeste
2017-04-10,Gol, R$ 42990.00 ,Bahia,Nordeste
2017-04-11,SpaceFox, R$ 59160.00 ,Pernambuco,Nordeste
2017-04-11,Gol, R$ 42990.00 ,Rio Grande do Norte,Nordeste
2017-04-11,Gol, R$ 42990.00 ,Tocantins,Norte
2017-04-11,Fox, R$ 54750.00 ,Alagoas,Nordeste
2017-04-11,SpaceFox, R$ 59160.00 ,Bahia,Nordeste
2017-04-11,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2017-04-11,SpaceFox, R$ 59160.00 ,Sergipe,Nordeste
2017-04-11,Fox, R$ 54750.00 ,Rio Grande do Sul,Sul
2017-04-11,Up!, R$ 37990.00 ,Mato Grosso,Centro-Oeste
2017-04-11,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2017-04-11,Saveiro, R$ 47490.00 ,Rondônia,Norte
2017-04-11,Gol, R$ 42990.00 ,Piauí,Nordeste
2017-04-11,Saveiro, R$ 47490.00 ,Minas Gerais,Sudeste
2017-04-11,Saveiro, R$ 47490.00 ,Goiás,Centro-Oeste
2017-04-11,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-04-11,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2017-04-11,Up!, R$ 37990.00 ,Santa Catarina,Sul
2017-04-12,Saveiro, R$ 47490.00 ,São Paulo,Sudeste
2017-04-12,Up!, R$ 37990.00 ,São Paulo,Sudeste
2017-04-12,Saveiro, R$ 47490.00 ,Minas Gerais,Sudeste
2017-04-12,Up!, R$ 37990.00 ,Pernambuco,Nordeste
2017-04-12,Gol, R$ 42990.00 ,Rio Grande do Norte,Nordeste
2017-04-12,Fox, R$ 54750.00 ,Minas Gerais,Sudeste
2017-04-12,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2017-04-12,Voyage, R$ 49990.00 ,Pernambuco,Nordeste
2017-04-12,Saveiro, R$ 47490.00 ,Maranhão,Nordeste
2017-04-12,Fox, R$ 54750.00 ,Pernambuco,Nordeste
2017-04-12,Voyage, R$ 49990.00 ,São Paulo,Sudeste
2017-04-12,Fox, R$ 54750.00 ,Rio Grande do Sul,Sul
2017-04-12,Gol, R$ 42990.00 ,Rio Grande do Norte,Nordeste
2017-04-12,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-04-12,Fox, R$ 54750.00 ,São Paulo,Sudeste
2017-04-12,Saveiro, R$ 47490.00 ,Goiás,Centro-Oeste
2017-04-12,Gol, R$ 42990.00 ,Rondônia,Norte
2017-04-12,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2017-04-13,Saveiro, R$ 47490.00 ,São Paulo,Sudeste
2017-04-13,Saveiro, R$ 47490.00 ,Rio Grande do Sul,Sul
2017-04-13,Saveiro, R$ 47490.00 ,Tocantins,Norte
2017-04-13,Jetta, R$ 94190.00 ,Rio de Janeiro,Sudeste
2017-04-13,Saveiro, R$ 47490.00 ,Rio de Janeiro,Sudeste
2017-04-13,Voyage, R$ 49990.00 ,Pará,Norte
2017-04-13,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2017-04-13,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-04-13,Saveiro, R$ 47490.00 ,Minas Gerais,Sudeste
2017-04-14,Fox, R$ 54750.00 ,Bahia,Nordeste
2017-04-14,Up!, R$ 37990.00 ,Goiás,Centro-Oeste
2017-04-14,Up!, R$ 37990.00 ,São Paulo,Sudeste
2017-04-14,Saveiro, R$ 47490.00 ,Minas Gerais,Sudeste
2017-04-14,Gol, R$ 42990.00 ,Mato Grosso,Centro-Oeste
2017-04-14,Saveiro, R$ 47490.00 ,Minas Gerais,Sudeste
2017-04-14,Voyage, R$ 49990.00 ,Espírito Santo,Sudeste
2017-04-14,Gol, R$ 42990.00 ,Sergipe,Nordeste
2017-04-14,Fox, R$ 54750.00 ,Espírito Santo,Sudeste
2017-04-14,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2017-04-14,SpaceFox, R$ 59160.00 ,São Paulo,Sudeste
2017-04-15,Gol, R$ 42990.00 ,Alagoas,Nordeste
2017-04-15,Voyage, R$ 49990.00 ,Ceará,Nordeste
2017-04-15,Fox, R$ 54750.00 ,Pernambuco,Nordeste
2017-04-15,SpaceFox, R$ 59160.00 ,Goiás,Centro-Oeste
2017-04-15,Saveiro, R$ 47490.00 ,Rio de Janeiro,Sudeste
2017-04-15,Fox, R$ 54750.00 ,São Paulo,Sudeste
2017-04-15,Saveiro, R$ 47490.00 ,Rio de Janeiro,Sudeste
2017-04-15,Gol, R$ 42990.00 ,Bahia,Nordeste
2017-04-15,Gol, R$ 42990.00 ,Sergipe,Nordeste
2017-04-15,SpaceFox, R$ 59160.00 ,Espírito Santo,Sudeste
2017-04-15,Gol, R$ 42990.00 ,Espírito Santo,Sudeste
2017-04-16,Fox, R$ 54750.00 ,Rio Grande do Sul,Sul
2017-04-16,Up!, R$ 37990.00 ,Rio Grande do Sul,Sul
2017-04-16,Jetta, R$ 94190.00 ,São Paulo,Sudeste
2017-04-16,Voyage, R$ 49990.00 ,Roraima,Norte
2017-04-16,Saveiro, R$ 47490.00 ,Rio de Janeiro,Sudeste
2017-04-16,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2017-04-16,SpaceFox, R$ 59160.00 ,Rio de Janeiro,Sudeste
2017-04-16,Gol, R$ 42990.00 ,Alagoas,Nordeste
2017-04-16,Gol, R$ 42990.00 ,Pernambuco,Nordeste
2017-04-16,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2017-04-16,Voyage, R$ 49990.00 ,Rio Grande do Sul,Sul
2017-04-16,Voyage, R$ 49990.00 ,Mato Grosso do Sul,Centro-Oeste
2017-04-17,Saveiro, R$ 47490.00 ,Piauí,Nordeste
2017-04-17,Gol, R$ 42990.00 ,Piauí,Nordeste
2017-04-17,Saveiro, R$ 47490.00 ,Goiás,Centro-Oeste
2017-04-17,Jetta, R$ 94190.00 ,São Paulo,Sudeste
2017-04-17,Voyage, R$ 49990.00 ,Goiás,Centro-Oeste
2017-04-17,Up!, R$ 37990.00 ,Rio Grande do Sul,Sul
2017-04-17,Gol, R$ 42990.00 ,Rondônia,Norte
2017-04-17,Saveiro, R$ 47490.00 ,Paraíba,Nordeste
2017-04-17,Gol, R$ 42990.00 ,Goiás,Centro-Oeste
2017-04-17,Fox, R$ 54750.00 ,Rio Grande do Sul,Sul
2017-04-17,Up!, R$ 37990.00 ,Pernambuco,Nordeste
2017-04-17,Up!, R$ 37990.00 ,Amazonas,Norte
2017-04-17,Voyage, R$ 49990.00 ,Amazonas,Norte
2017-04-17,Gol, R$ 42990.00 ,São Paulo,Sudeste
2017-04-17,Saveiro, R$ 47490.00 ,Rio de Janeiro,Sudeste
2017-04-17,Saveiro, R$ 47490.00 ,Maranhão,Nordeste
2017-04-17,Voyage, R$ 49990.00 ,Espírito Santo,Sudeste
2017-04-18,Gol, R$ 42990.00 ,Minas Gerais,Sudeste
2017-04-18,Saveiro, R$ 47490.00 ,Goiás,Centro-Oeste
2017-04-18,Voyage, R$ 49990.00 ,Ceará,Nordeste
2017-04-18,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
2017-04-18,Up!, R$ 37990.00 ,Amazonas,Norte
2017-04-18,Up!, R$ 37990.00 ,Minas Gerais,Sudeste
2017-04-18,Up!, R$ 37990.00 ,Espírito Santo,Sudeste
2017-04-18,SpaceFox, R$ 59160.00 ,São Paulo,Sudeste
2017-04-19,Jetta, R$ 94190.00 ,Maranhão,Nordeste
2017-04-19,Up!, R$ 37990.00 ,Rio Grande do Sul,Sul
2017-04-19,Gol, R$ 42990.00 ,Pará,Norte
2017-04-19,Voyage, R$ 49990.00 ,Pernambuco,Nordeste
2017-04-19,Up!, R$ 37990.00 ,Rio Grande do Sul,Sul
2017-04-19,Up!, R$ 37990.00 ,Rio Grande do Sul,Sul
2017-04-19,Gol, R$ 42990.00 ,Rio Grande do Sul,Sul
